#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q8N8E3	intact:EBI-25475888	intact:EBI-2836899|uniprotkb:Q6PIB5|uniprotkb:Q8NCR4|uniprotkb:Q8NFR4	psi-mi:nsp13_wcpv(display_long)	psi-mi:ce112_human(display_long)|uniprotkb:CCDC46(gene name synonym)|uniprotkb:Coiled-coil domain-containing protein 46(gene name synonym)|uniprotkb:CEP112(gene name)|psi-mi:CEP112(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q8N4C6	intact:EBI-25475888	intact:EBI-1164022|uniprotkb:Q5BKU3|uniprotkb:A6NDB8|uniprotkb:B7WPA3|uniprotkb:C9JSB6|uniprotkb:C9JSG2|uniprotkb:C9JXL2|uniprotkb:Q6P0P6|uniprotkb:Q9BWU6|uniprotkb:Q9C012|uniprotkb:Q9C013|uniprotkb:Q9C014|uniprotkb:Q9H5I6|uniprotkb:Q9HAT7|uniprotkb:Q9HBY5|uniprotkb:Q9HCK7|uniprotkb:Q9UH61	psi-mi:nsp13_wcpv(display_long)	psi-mi:nin_human(display_long)|uniprotkb:Glycogen synthase kinase 3 beta-interacting protein(gene name synonym)|uniprotkb:NIN(gene name)|psi-mi:NIN(display_short)|uniprotkb:KIAA1565(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q8N3C7	intact:EBI-25475888	intact:EBI-5655540|uniprotkb:Q96MA5|uniprotkb:Q9H7C0|uniprotkb:B2RMQ3|uniprotkb:A0AV10|uniprotkb:Q7Z4U3|uniprotkb:B7Z7N8|uniprotkb:Q96BR7	psi-mi:nsp13_wcpv(display_long)	psi-mi:clip4_human(display_long)|uniprotkb:RSNL2(gene name synonym)|uniprotkb:Restin-like protein 2(gene name synonym)|uniprotkb:CLIP4(gene name)|psi-mi:CLIP4(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q8IWJ2	intact:EBI-25475888	intact:EBI-1645320|uniprotkb:O15045|uniprotkb:Q4ZG46|uniprotkb:Q8TDH3|uniprotkb:Q9H2G8|uniprotkb:A6H8X8|intact:EBI-1645335	psi-mi:nsp13_wcpv(display_long)	psi-mi:gcc2_human(display_long)|uniprotkb:GCC2(gene name)|psi-mi:GCC2(display_short)|uniprotkb:KIAA0336(gene name synonym)|uniprotkb:RANBP2L4(gene name synonym)|uniprotkb:185 kDa Golgi coiled-coil protein(gene name synonym)|uniprotkb:Ran-binding protein 2-like 4(gene name synonym)|uniprotkb:CTCL tumor antigen se1-1(gene name synonym)|uniprotkb:CLL-associated antigen KW-11(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-53(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q8IUD2	intact:EBI-25475888	intact:EBI-1044755|uniprotkb:Q6NVK2|uniprotkb:Q8IUD3|uniprotkb:Q8IUD4|uniprotkb:Q8IUD5|uniprotkb:Q8NAS1|uniprotkb:Q9NXN5|uniprotkb:Q9UIK7|uniprotkb:Q9UPS1|intact:EBI-3645200|uniprotkb:A7E295|uniprotkb:D3DUP7|uniprotkb:D3DUP8|uniprotkb:A2RU77	psi-mi:nsp13_wcpv(display_long)	psi-mi:rb6i2_human(display_long)|uniprotkb:Rab6-interacting protein 2(gene name synonym)|uniprotkb:ERC1(gene name)|psi-mi:ERC1(display_short)|uniprotkb:ELKS(gene name synonym)|uniprotkb:KIAA1081(gene name synonym)|uniprotkb:RAB6IP2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q7Z7A1	intact:EBI-25475888	intact:EBI-2563266|intact:EBI-2796138|uniprotkb:A2A2Y1|uniprotkb:B2RP67|uniprotkb:Q3MN79|uniprotkb:Q5FWF8|uniprotkb:Q5JVD0|uniprotkb:Q9Y489|uniprotkb:Q8TEP3|uniprotkb:Q6MZR3|uniprotkb:Q6PKC1	psi-mi:nsp13_wcpv(display_long)	psi-mi:cntrl_human(display_long)|uniprotkb:CEP1(gene name synonym)|uniprotkb:Centrosomal protein of 110 kDa(gene name synonym)|uniprotkb:Centrosomal protein 1(gene name synonym)|uniprotkb:CNTRL(gene name)|psi-mi:CNTRL(display_short)|uniprotkb:CEP110(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q76N32	intact:EBI-25475888	intact:EBI-9051024|uniprotkb:B4DRQ1|uniprotkb:D6W5F1|uniprotkb:D6W5F2|uniprotkb:O60326|uniprotkb:Q9BQ18|uniprotkb:Q9UDM9	psi-mi:nsp13_wcpv(display_long)	psi-mi:cep68_human(display_long)|uniprotkb:CEP68(gene name)|psi-mi:CEP68(display_short)|uniprotkb:KIAA0582(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q66GS9	intact:EBI-25475888	intact:EBI-1046993|intact:EBI-1058323|uniprotkb:O75130|uniprotkb:Q9H8H7|uniprotkb:B2RMY0|uniprotkb:Q58F25	psi-mi:nsp13_wcpv(display_long)	psi-mi:cp135_human(display_long)|uniprotkb:Centrosomal protein 4(gene name synonym)|uniprotkb:CEP135(gene name)|psi-mi:CEP135(display_short)|uniprotkb:CEP4(gene name synonym)|uniprotkb:KIAA0635(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q5VU43	intact:EBI-25475888	intact:EBI-1105124|intact:EBI-11953012|intact:EBI-11051716|uniprotkb:A0A0C4DFQ0|uniprotkb:E9PL24|uniprotkb:A2RU15|uniprotkb:O75042|uniprotkb:O75065|uniprotkb:Q5VU42|uniprotkb:Q5VU44|uniprotkb:Q5VU45|uniprotkb:Q5VU46|uniprotkb:Q5VU47|uniprotkb:Q5VU48|uniprotkb:Q5VU49|uniprotkb:Q68DU2|uniprotkb:Q6AZ93|uniprotkb:Q6PK88|uniprotkb:Q86T40|uniprotkb:Q86TB2|uniprotkb:Q8N3W0|uniprotkb:Q8TAY9|uniprotkb:Q9HCP2|uniprotkb:Q9HCP3|uniprotkb:Q9HCP4|uniprotkb:Q9HCP5|uniprotkb:Q2YDC1|uniprotkb:A0A0A0MRM0	psi-mi:nsp13_wcpv(display_long)	psi-mi:myome_human(display_long)|uniprotkb:CMYA2(gene name synonym)|uniprotkb:KIAA0454(gene name synonym)|uniprotkb:KIAA0477(gene name synonym)|uniprotkb:MMGL(gene name synonym)|uniprotkb:Phosphodiesterase 4D-interacting protein(gene name synonym)|uniprotkb:Cardiomyopathy-associated protein 2(gene name synonym)|uniprotkb:PDE4DIP(gene name)|psi-mi:PDE4DIP(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q5VT06	intact:EBI-25475888	intact:EBI-947346|uniprotkb:O75068|uniprotkb:Q8TDK3|uniprotkb:Q8WY20	psi-mi:nsp13_wcpv(display_long)	psi-mi:ce350_human(display_long)|uniprotkb:KIAA0480(gene name synonym)|uniprotkb:Centrosome-associated protein of 350 kDa(gene name synonym)|uniprotkb:CEP350(gene name)|psi-mi:CEP350(display_short)|uniprotkb:CAP350(gene name synonym)|uniprotkb:GM133(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q4V328	intact:EBI-25475888	intact:EBI-717919|uniprotkb:A6NL78|uniprotkb:Q3MJ75|uniprotkb:Q4V327|uniprotkb:Q4V330|uniprotkb:Q5HYG1|uniprotkb:Q6N046|uniprotkb:Q96DH8|uniprotkb:Q9NQ43|uniprotkb:Q9ULQ3	psi-mi:nsp13_wcpv(display_long)	psi-mi:grap1_human(display_long)|uniprotkb:GRIPAP1(gene name)|psi-mi:GRIPAP1(display_short)|uniprotkb:KIAA1167(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q14789	intact:EBI-25475888	intact:EBI-709973|uniprotkb:F1T0J2|uniprotkb:D3DN92|uniprotkb:Q14398|uniprotkb:B2ZZ91|uniprotkb:E7EP74	psi-mi:nsp13_wcpv(display_long)	psi-mi:gogb1_human(display_long)|uniprotkb:Giantin(gene name synonym)|uniprotkb:Macrogolgin(gene name synonym)|uniprotkb:372 kDa Golgi complex-associated protein(gene name synonym)|uniprotkb:GOLGB1(gene name)|psi-mi:GOLGB1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q08379	intact:EBI-25475888	intact:EBI-618309|uniprotkb:A0A0C4DGS5|intact:EBI-11522202|uniprotkb:Q6GRM9|uniprotkb:Q9BRB0|uniprotkb:Q9NYF9	psi-mi:nsp13_wcpv(display_long)	psi-mi:goga2_human(display_long)|uniprotkb:GOLGA2(gene name)|psi-mi:GOLGA2(display_short)|uniprotkb:130 kDa cis-Golgi matrix protein(gene name synonym)|uniprotkb:GM130 autoantigen(gene name synonym)|uniprotkb:Golgin-95(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q08378	intact:EBI-25475888	intact:EBI-355782|uniprotkb:O43241|uniprotkb:Q6P9C7|uniprotkb:Q86XW3|uniprotkb:Q8TDA9|uniprotkb:Q8WZA3|uniprotkb:A5PKX6	psi-mi:nsp13_wcpv(display_long)	psi-mi:goga3_human(display_long)|uniprotkb:Golgin-160(gene name synonym)|uniprotkb:Golgi complex-associated protein of 170 kDa(gene name synonym)|uniprotkb:GOLGA3(gene name)|psi-mi:GOLGA3(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q08117	intact:EBI-25475888	intact:EBI-717810|uniprotkb:Q14CJ1|uniprotkb:Q12808|uniprotkb:Q96TG9|uniprotkb:Q9UDY9|uniprotkb:B2RBL0	psi-mi:nsp13_wcpv(display_long)	psi-mi:tle5_human(display_long)|uniprotkb:TLE5(gene name)|psi-mi:TLE5(display_short)|uniprotkb:AES(gene name synonym)|uniprotkb:Amino-terminal enhancer of split(gene name synonym)|uniprotkb:GRG(gene name synonym)|uniprotkb:GRG5(gene name synonym)|uniprotkb:Gp130-associated protein GAM(gene name synonym)|uniprotkb:Grg-5(gene name synonym)|uniprotkb:Groucho-related protein 5(gene name synonym)|uniprotkb:Protein ESP1(gene name synonym)|uniprotkb:Protein GRG(gene name synonym)|uniprotkb:TLE family member 5, transcriptional modulator(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q04726	intact:EBI-25475888	intact:EBI-1052057|uniprotkb:Q6PI57|uniprotkb:Q8IVV6|uniprotkb:Q8WVR2|uniprotkb:Q9HCM5|uniprotkb:E9PD64|uniprotkb:B4DPT0|uniprotkb:F8W964	psi-mi:nsp13_wcpv(display_long)	psi-mi:tle3_human(display_long)|uniprotkb:Enhancer of split groucho-like protein 3(gene name synonym)|uniprotkb:TLE3(gene name)|psi-mi:TLE3(display_short)|uniprotkb:KIAA1547(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:Q04724	intact:EBI-25475888	intact:EBI-711424|uniprotkb:Q5T3G4|uniprotkb:Q969V9|uniprotkb:A8K495	psi-mi:nsp13_wcpv(display_long)	psi-mi:tle1_human(display_long)|uniprotkb:Enhancer of split groucho-like protein 1(gene name synonym)|uniprotkb:"E(Sp1) homolog"(gene name synonym)|uniprotkb:TLE1(gene name)|psi-mi:TLE1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:P49454	intact:EBI-25475888	intact:EBI-968343|intact:EBI-21028103|uniprotkb:Q13171|uniprotkb:Q13246|uniprotkb:Q5VVM7|intact:EBI-2563723	psi-mi:nsp13_wcpv(display_long)	psi-mi:cenpf_human(display_long)|uniprotkb:Kinetochore protein CENPF(gene name synonym)|uniprotkb:Mitosin(gene name synonym)|uniprotkb:AH antigen(gene name synonym)|uniprotkb:CENPF(gene name)|psi-mi:CENPF(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:P35241	intact:EBI-25475888	intact:EBI-2514878|uniprotkb:A7YIK0|uniprotkb:A7YIK3|uniprotkb:Q86Y61|uniprotkb:A7YIJ8|uniprotkb:B7Z9U6|uniprotkb:F5H1A7	psi-mi:nsp13_wcpv(display_long)	psi-mi:radi_human(display_long)|uniprotkb:RDX(gene name)|psi-mi:RDX(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:P31323	intact:EBI-25475888	intact:EBI-2930670|uniprotkb:A4D0R9	psi-mi:nsp13_wcpv(display_long)	psi-mi:kap3_human(display_long)|uniprotkb:PRKAR2B(gene name)|psi-mi:PRKAR2B(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:P13861	intact:EBI-25475888	intact:EBI-2556122|intact:EBI-6116682|uniprotkb:Q9BUB1|intact:EBI-10961724|uniprotkb:Q16823	psi-mi:nsp13_wcpv(display_long)	psi-mi:kap2_human(display_long)|uniprotkb:PKR2(gene name synonym)|uniprotkb:PRKAR2(gene name synonym)|uniprotkb:PRKAR2A(gene name)|psi-mi:PRKAR2A(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:O95684	intact:EBI-25475888	intact:EBI-1266334|uniprotkb:Q49AI0|uniprotkb:Q5R3F6|uniprotkb:Q96EW1|uniprotkb:A8K1D1|uniprotkb:B2R705	psi-mi:nsp13_wcpv(display_long)	psi-mi:fr1op_human(display_long)|uniprotkb:FGFR1OP(gene name)|psi-mi:FGFR1OP(display_short)|uniprotkb:FOP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:O95613	intact:EBI-25475888	intact:EBI-530012|uniprotkb:O43152|uniprotkb:Q7Z7C9	psi-mi:nsp13_wcpv(display_long)	psi-mi:pcnt_human(display_long)|uniprotkb:Pericentrin-B(gene name synonym)|uniprotkb:Kendrin(gene name synonym)|uniprotkb:PCNT(gene name)|psi-mi:PCNT(display_short)|uniprotkb:KIAA0402(gene name synonym)|uniprotkb:PCNT2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:O75506	intact:EBI-25475888	intact:EBI-748664|uniprotkb:Q7Z5Z3|uniprotkb:Q53XA8	psi-mi:nsp13_wcpv(display_long)	psi-mi:hsbp1_human(display_long)|uniprotkb:Nasopharyngeal carcinoma-associated antigen 13(gene name synonym)|uniprotkb:HSBP1(gene name)|psi-mi:HSBP1(display_short)|uniprotkb:HSF1BP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449630	uniprotkb:A7MCY6	intact:EBI-25475888	intact:EBI-359969|uniprotkb:Q14DW3|uniprotkb:O94873|uniprotkb:B2RZG6	psi-mi:nsp13_wcpv(display_long)	psi-mi:tbkb1_human(display_long)|uniprotkb:KIAA0775(gene name synonym)|uniprotkb:TBKBP1(gene name)|psi-mi:TBKBP1(display_short)|uniprotkb:SINTBAD(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490757	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449631	uniprotkb:Q9NXA8	intact:EBI-25475920	intact:EBI-6556144|uniprotkb:B4DFM4|uniprotkb:B4DYJ5|uniprotkb:F5H5Z9|uniprotkb:Q5T294|uniprotkb:Q5T295|uniprotkb:Q9Y6E6	psi-mi:nsp14_wcpv(display_long)	psi-mi:sir5_human(display_long)|uniprotkb:SIRT5(gene name)|psi-mi:SIRT5(display_short)|uniprotkb:SIR2L5(gene name synonym)|uniprotkb:Regulatory protein SIR2 homolog 5(gene name synonym)|uniprotkb:SIR2-like protein 5(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490883	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449631	uniprotkb:P12268	intact:EBI-25475920	intact:EBI-353389|uniprotkb:Q6LEF3	psi-mi:nsp14_wcpv(display_long)	psi-mi:imdh2_human(display_long)|uniprotkb:IMPDH-II(gene name synonym)|uniprotkb:IMPDH2(gene name)|psi-mi:IMPDH2(display_short)|uniprotkb:IMPD2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490883	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449631	uniprotkb:P06280	intact:EBI-25475920	intact:EBI-2513305|uniprotkb:Q6LER7	psi-mi:nsp14_wcpv(display_long)	psi-mi:agal_human(display_long)|uniprotkb:GLA(gene name)|psi-mi:GLA(display_short)|uniprotkb:Alpha-D-galactoside galactohydrolase(gene name synonym)|uniprotkb:Alpha-D-galactosidase A(gene name synonym)|uniprotkb:Melibiase(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490883	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449623	uniprotkb:P07203	intact:EBI-25475864	intact:EBI-7209024|uniprotkb:E9PAS1|uniprotkb:Q7Z5H1|uniprotkb:Q9BW12|intact:UNK-5370138	psi-mi:nsp5_wcpv(display_long)	psi-mi:gpx1_human(display_long)|uniprotkb:GPX1(gene name)|psi-mi:GPX1(display_short)|uniprotkb:Cellular glutathione peroxidase(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490979	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449623	uniprotkb:Q9NXH9	intact:EBI-25475864	intact:EBI-748900|uniprotkb:O76103|uniprotkb:Q548Y5|uniprotkb:Q8WVA6	psi-mi:nsp5_wcpv(display_long)	psi-mi:trm1_human(display_long)|uniprotkb:"tRNA(guanine-26,N(2)-N(2)) methyltransferase"(gene name synonym)|uniprotkb:tRNA 2,2-dimethylguanosine-26 methyltransferase(gene name synonym)|uniprotkb:"tRNA(m(2,2)G26)dimethyltransferase"(gene name synonym)|uniprotkb:TRMT1(gene name)|psi-mi:TRMT1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490979	intact-miscore:0.35
